year,season,state,district,crop,crop_category,crop_type,unit,sum_insured,premium_rate,farmer_share_pct,state_share_pct,goi_share_pct,farmer_share_value,state_share_value,goi_share_value,indemnity_level,insurance_company,total_subsidy,total_premium,gov_subsidy_pct,premium_to_insured_pct
2021,Kharif,Assam,Dhubri,Paddy - Sali,Cereals,Agriculture,1,59400.0,5.2,2.0,0.3200000000000003,2.88,1188.0,190.08,1710.72,80,AGRICULTURE INSURANCE COMPANY,1900.8,3088.8,61.53846153846153,5.2
2020,Rabi,TAMIL NADU,Kanniyakumari,Tapioca,Sugar and Starch Crops,Horticulture & Commercial,1,63603.0,25.0,5.0,10.0,10.0,3180.15,6360.3,6360.3,90,IFFCO TOKIO GENERAL INSURANCE CO. LTD.,12720.6,15900.75,80.0,25.0
2021,Kharif,Rajasthan,Bikaner,Groundnut (Pea Nut),Oilseeds,Agriculture,1,123334.0,11.0,2.0,4.5,4.5,2466.68,5550.03,5550.03,80,UNIVERSAL SOMPO GENERAL INSURANCE COMPANY,11100.06,13566.739999999998,81.81818181818183,10.999999999999998
2021,Kharif,Rajasthan,Bikaner,Guar,Fodder Crops,Agriculture,1,15841.0,22.0,2.0,10.0,10.0,316.82,1584.1,1584.1,80,UNIVERSAL SOMPO GENERAL INSURANCE COMPANY,3168.2,3485.0199999999995,90.90909090909092,21.999999999999996
2021,Kharif,Rajasthan,Bikaner,Moth Bean (Kidney Bean/ Deww Gram),Pulses,Agriculture,1,18749.0,16.0,2.0,7.0,7.0,374.98,1312.43,1312.43,80,UNIVERSAL SOMPO GENERAL INSURANCE COMPANY,2624.86,2999.84,87.5,16.0
2022,Kharif,RAJASTHAN,Churu,Green Gram (Moong),Pulses,Agriculture,1,26888.0,30.0,2.0,14.0,14.0,537.76,3764.32,3764.32,80,SBI GENERAL INSURANCE,7528.64,8066.4,93.33333333333334,30.0
2022,Rabi,Madhya Pradesh,Sehore,Bengal Gram (Chana),Pulses,Agriculture,1,28000.0,6.0,1.5,2.25,2.25,420.0,630.0,630.0,80,RELIANCE GENERAL INSURANCE CO. LTD.,1260.0,1680.0,75.0,6.0
2022,Kharif,RAJASTHAN,Churu,Groundnut (Pea Nut),Oilseeds,Agriculture,1,119588.0,7.21,2.0,2.605,2.605,2391.76,3115.2674,3115.2674,80,SBI GENERAL INSURANCE,6230.5348,8622.294800000001,72.26074895977807,7.210000000000001
2021,Kharif,Rajasthan,Bikaner,Sorghum (Jowar/Great Millet),Millets,Agriculture,1,17998.0,6.0,2.0,2.0,2.0,359.96,359.96,359.96,80,UNIVERSAL SOMPO GENERAL INSURANCE COMPANY,719.92,1079.8799999999999,66.66666666666667,5.999999999999999
2020,Rabi,TAMIL NADU,Perambalur,Maize (Makka) - III,Millets,Agriculture,1,46930.0,20.0,1.5,9.25,9.25,703.95,4341.025,4341.025,80,AGRICULTURE INSURANCE COMPANY,8682.05,9386.0,92.5,20.0
2020,Rabi,TAMIL NADU,Perambalur,Groundnut (Pea Nut),Oilseeds,Agriculture,1,51994.0,20.0,1.5,9.25,9.25,779.91,4809.445,4809.445,80,AGRICULTURE INSURANCE COMPANY,9618.89,10398.8,92.5,20.0
2020,Rabi,TAMIL NADU,Perambalur,Paddy - II,Cereals,Agriculture,1,84227.0,20.0,1.5,9.25,9.25,1263.405,7790.9975,7790.9975,80,AGRICULTURE INSURANCE COMPANY,15581.995,16845.4,92.5,20.0
2020,Rabi,TAMIL NADU,Krishnagiri,Brinjal,Vegetables,Horticulture & Commercial,1,61627.0,25.0,5.0,10.0,10.0,3081.35,6162.7,6162.7,90,IFFCO TOKIO GENERAL INSURANCE CO. LTD.,12325.4,15406.75,80.0,25.0
2020,Rabi,TAMIL NADU,Perambalur,Sugarcane - Seasonal/suru/plant,Sugar and Starch Crops,Horticulture & Commercial,1,130910.0,20.0,5.0,7.5,7.5,6545.5,9818.25,9818.25,80,AGRICULTURE INSURANCE COMPANY,19636.5,26182.0,75.0,20.0
2020,Rabi,TAMIL NADU,Krishnagiri,Banana,Fruits,Horticulture & Commercial,1,159562.0,25.0,5.0,10.0,10.0,7978.1,15956.2,15956.2,90,IFFCO TOKIO GENERAL INSURANCE CO. LTD.,31912.4,39890.5,80.0,25.0
2020,Rabi,TAMIL NADU,Perambalur,Tomato,Vegetables,Horticulture & Commercial,1,38162.0,20.0,5.0,7.5,7.5,1908.1,2862.15,2862.15,80,AGRICULTURE INSURANCE COMPANY,5724.3,7632.4,75.00000000000001,20.0
2020,Rabi,TAMIL NADU,Krishnagiri,Cotton (Lint) - III,Fiber Crops,Horticulture & Commercial,1,25860.0,25.0,5.0,10.0,10.0,1293.0,2586.0,2586.0,90,IFFCO TOKIO GENERAL INSURANCE CO. LTD.,5172.0,6465.0,80.0,25.0
2020,Rabi,TAMIL NADU,Thoothukkudi,Groundnut (Pea Nut),Oilseeds,Agriculture,1,40261.0,30.0,1.5,14.25,14.25,603.915,5737.1925,5737.1925,70,IFFCO TOKIO GENERAL INSURANCE CO. LTD.,11474.385,12078.3,95.0,30.0
2020,Rabi,TAMIL NADU,Thoothukkudi,Onion,Vegetables,Horticulture & Commercial,1,46683.0,25.0,5.0,10.0,10.0,2334.15,4668.3,4668.3,70,IFFCO TOKIO GENERAL INSURANCE CO. LTD.,9336.6,11670.75,80.0,25.0
2020,Rabi,TAMIL NADU,Thoothukkudi,Red Chillies,Vegetables,Horticulture & Commercial,1,53792.0,25.0,5.0,10.0,10.0,2689.6,5379.2,5379.2,70,IFFCO TOKIO GENERAL INSURANCE CO. LTD.,10758.4,13448.0,80.0,25.0
2020,Rabi,TAMIL NADU,Thoothukkudi,Paddy - III,Cereals,Agriculture,1,69778.0,30.0,1.5,14.25,14.25,1046.67,9943.365,9943.365,70,IFFCO TOKIO GENERAL INSURANCE CO. LTD.,19886.73,20933.4,95.0,30.000000000000004
2020,Rabi,TAMIL NADU,Thoothukkudi,Sorghum (Jowar/Great Millet),Millets,Agriculture,1,17167.0,25.0,1.5,11.75,11.75,257.505,2017.1225,2017.1225,70,IFFCO TOKIO GENERAL INSURANCE CO. LTD.,4034.245,4291.75,94.0,25.0
2020,Rabi,TAMIL NADU,Thoothukkudi,Sunflower (Suryamukhi),Oilseeds,Agriculture,1,22354.0,25.0,1.5,11.75,11.75,335.31,2626.595,2626.595,70,IFFCO TOKIO GENERAL INSURANCE CO. LTD.,5253.19,5588.5,94.0,25.0
2020,Kharif,Tamil Nadu,Viluppuram,Paddy - I,Cereals,Agriculture,1,70148.0,8.4,2.0,3.2,3.2,1402.96,2244.736,2244.736,80,AGRICULTURE INSURANCE COMPANY,4489.472,5892.432,76.19047619047619,8.399999999999999
2019,Kharif,Assam,Baksa,Jute,Fiber Crops,Horticulture & Commercial,1,55300.0,20.71,5.0,7.855,7.855,2765.0,4343.815,4343.815,80,HDFC ERGO GENERAL INSURANCE CO. LTD.,8687.63,11452.63,75.85707387735393,20.709999999999997
2022,Kharif,RAJASTHAN,Bikaner,Cotton (Kapas),Fiber Crops,Horticulture & Commercial,1,22987.0,20.0,5.0,7.5,7.5,1149.35,1724.025,1724.025,80,UNIVERSAL SOMPO GENERAL INSURANCE COMPANY,3448.05,4597.4,75.00000000000001,20.0
2022,Kharif,RAJASTHAN,Bikaner,Green Gram (Moong),Pulses,Agriculture,1,42678.0,17.84,2.0,7.92,7.92,853.56,3380.0976,3380.0976,80,UNIVERSAL SOMPO GENERAL INSURANCE COMPANY,6760.1952,7613.7552000000005,88.78923766816143,17.84
2022,Kharif,RAJASTHAN,Bikaner,Guar,Fodder Crops,Agriculture,1,15841.0,22.0,2.0,10.0,10.0,316.82,1584.1,1584.1,80,UNIVERSAL SOMPO GENERAL INSURANCE COMPANY,3168.2,3485.0199999999995,90.90909090909092,21.999999999999996
2022,Kharif,RAJASTHAN,Bikaner,Groundnut (Pea Nut),Oilseeds,Agriculture,1,123334.0,11.0,2.0,4.5,4.5,2466.68,5550.03,5550.03,80,UNIVERSAL SOMPO GENERAL INSURANCE COMPANY,11100.06,13566.739999999998,81.81818181818183,10.999999999999998
2020,Rabi,TAMIL NADU,Erode,Groundnut (Pea Nut),Oilseeds,Agriculture,1,72989.0,35.0,1.5,21.75,11.75,1094.835,15875.1075,8576.2075,90,AGRICULTURE INSURANCE COMPANY,24451.315000000002,25546.15,95.71428571428572,35.0
2020,Rabi,TAMIL NADU,Thoothukkudi,Green Gram (Moong),Pulses,Agriculture,1,31641.0,25.0,1.5,11.75,11.75,474.615,3717.8175,3717.8175,70,IFFCO TOKIO GENERAL INSURANCE CO. LTD.,7435.635,7910.25,94.0,25.0
2018,Rabi,Chhattisgarh,Surajpur,Wheat - IR,Cereals,Agriculture,1,25000.0,8.0,1.5,3.25,3.25,375.0,812.5,812.5,80,BAJAJ ALLIANZ GENERAL INSURANCE CO. LTD,1625.0,2000.0,81.25,8.0
2019,Rabi,Assam,Lakhimpur,Sugarcane - Noble Cane,Sugar and Starch Crops,Horticulture & Commercial,1,100500.0,8.0,5.0,1.5,1.5,5025.0,1507.5,1507.5,90,HDFC ERGO GENERAL INSURANCE CO. LTD.,3015.0,8040.0,37.5,8.0
2021,Kharif,Rajasthan,Udaipur,Maize (Makka),Millets,Agriculture,1,27442.0,16.0,2.0,7.0,7.0,548.84,1920.94,1920.94,80,AGRICULTURE INSURANCE COMPANY,3841.88,4390.72,87.5,16.0
2018,Rabi,Uttarakhand,Almora,Wheat - Hills,Cereals,Agriculture,1,47505.0,3.9,1.5,1.2,1.2,712.575,570.06,570.06,90,AGRICULTURE INSURANCE COMPANY,1140.12,1852.695,61.53846153846153,3.9
2020,Rabi,SIKKIM,South District,Barley (Jau),Cereals,Agriculture,1,35400.0,2.0,1.5,0.0499999999999999,0.45,531.0,17.7,159.3,80,IFFCO TOKIO GENERAL INSURANCE CO. LTD.,177.0,708.0,25.0,2.0
2019,Kharif,Chhattisgarh,Janjgir - Champa,Paddy - RF (UnIR),Cereals,Agriculture,1,33000.0,7.0,2.0,2.5,2.5,660.0,825.0,825.0,80,HDFC ERGO GENERAL INSURANCE CO. LTD.,1650.0,2310.0,71.42857142857143,7.000000000000001
2021,Rabi,Odisha,Anugul,Paddy - Summer,Cereals,Agriculture,1,64000.0,1.0,1.0,0.0,0.0,640.0,0.0,0.0,70,RELIANCE GENERAL INSURANCE CO. LTD.,0.0,640.0,0.0,1.0
2021,Rabi,Tripura,Dhalai,Cauliflower,Vegetables,Horticulture & Commercial,1,120767.0,2.0,2.0,0.0,0.0,2415.34,0.0,0.0,80,HDFC ERGO GENERAL INSURANCE CO. LTD.,0.0,2415.34,0.0,2.0
2022,Rabi,Uttarakhand,Udham Singh Nagar,Wheat,Cereals,Agriculture,1,79859.0,3.0,1.5,0.75,0.75,1197.885,598.9425,598.9425,90,AGRICULTURE INSURANCE COMPANY,1197.885,2395.77,50.0,3.0
2020,Kharif,Chhattisgarh,Surguja,Black Gram (Urad),Pulses,Agriculture,1,14000.0,24.9,2.0,11.45,11.45,280.0,1603.0,1603.0,80,AGRICULTURE INSURANCE COMPANY,3206.0,3486.0,91.96787148594377,24.9
2022,Rabi,Haryana,Gurugram,Barley (Jau),Cereals,Agriculture,1,46314.0,10.0,1.5,4.25,4.25,694.71,1968.345,1968.345,90,RELIANCE GENERAL INSURANCE CO. LTD.,3936.69,4631.400000000001,84.99999999999999,10.0
2021,Rabi,Tripura,West Tripura,Brinjal,Vegetables,Horticulture & Commercial,1,110780.0,2.0,2.0,0.0,0.0,2215.6,0.0,0.0,80,HDFC ERGO GENERAL INSURANCE CO. LTD.,0.0,2215.6,0.0,2.0
2022,Kharif,CHHATTISGARH,Mungeli,Soybean (Bhat),Oilseeds,Agriculture,1,39600.0,24.9,2.0,11.45,11.45,792.0,4534.2,4534.2,80,AGRICULTURE INSURANCE COMPANY,9068.4,9860.4,91.96787148594377,24.9
2020,Rabi,SIKKIM,East District,Potato,Vegetables,Horticulture & Commercial,1,189350.0,1.5,1.5,0.0,0.0,2840.25,0.0,0.0,80,IFFCO TOKIO GENERAL INSURANCE CO. LTD.,0.0,2840.25,0.0,1.5
2022,Rabi,Maharashtra,Pune,Bengal Gram (Chana),Pulses,Agriculture,1,35000.0,30.0,1.5,14.25,14.25,525.0,4987.5,4987.5,70,ICICI LOMBARD GENERAL INSURANCE CO. LTD.,9975.0,10500.0,95.0,30.0
2020,Rabi,SIKKIM,North District,Wheat,Cereals,Agriculture,1,36700.0,2.0,1.5,0.0499999999999999,0.45,550.5,18.35,165.15,80,IFFCO TOKIO GENERAL INSURANCE CO. LTD.,183.5,734.0,25.0,2.0
2022,Rabi,Madhya Pradesh,Shahdol,Mustard,Oilseeds,Agriculture,1,20000.0,5.0,1.5,1.75,1.75,300.0,350.0,350.0,80,AGRICULTURE INSURANCE COMPANY,700.0,1000.0,70.0,5.0
2020,Kharif,Tamil Nadu,Ariyalur,Pigeon Pea (Red Gram/Arhar/Tur),Pulses,Agriculture,1,31641.0,11.55,2.0,4.775,4.775,632.82,1510.8578,1510.8578,80,AGRICULTURE INSURANCE COMPANY,3021.7156,3654.5356,82.68398315780533,11.550000316045637
2022,Rabi,Madhya Pradesh,Shivpuri,Mustard,Oilseeds,Agriculture,1,26000.0,3.0,1.5,0.75,0.75,390.0,195.0,195.0,80,AGRICULTURE INSURANCE COMPANY,390.0,780.0,50.0,3.0
2018,Kharif,West Bengal,Nadia,Paddy - Aus,Cereals,Agriculture,1,76250.0,5.84,0.0,3.92,1.92,0.0,2989.0,1464.0,90,ORIENTAL INSURANCE,4453.0,4453.0,100.0,5.84
2018,Rabi,Rajasthan,Chittaurgarh,Mustard,Oilseeds,Agriculture,1,35000.0,10.75,1.5,4.625,4.625,525.0,1618.75,1618.75,90,TATA AIG GENERAL INSURANCE CO. LTD.,3237.5,3762.5,86.04651162790698,10.75
2020,Kharif,Tamil Nadu,Cuddalore,Paddy - I,Cereals,Agriculture,1,77311.0,6.15,2.0,2.075,2.075,1546.22,1604.2033,1604.2033,80,ORIENTAL INSURANCE,3208.4066,4754.6266,67.47967548072019,6.150000129347699
2020,Rabi,TRIPURA,Unakoti,Tomato,Vegetables,Horticulture & Commercial,1,161948.0,5.0,5.0,0.0,0.0,8097.4,0.0,0.0,80,AGRICULTURE INSURANCE COMPANY,0.0,8097.4,0.0,5.0
2020,Rabi,TRIPURA,West Tripura,Cauliflower,Vegetables,Horticulture & Commercial,1,120767.0,5.0,5.0,0.0,0.0,6038.35,0.0,0.0,80,AGRICULTURE INSURANCE COMPANY,0.0,6038.35,0.0,5.0
2020,Rabi,ASSAM,Goalpara,Paddy - Summer,Cereals,Agriculture,1,60100.0,2.25,1.5,0.0749999999999999,0.675,901.5,45.075,405.675,80,AGRICULTURE INSURANCE COMPANY,450.75,1352.25,33.33333333333333,2.25
2018,Rabi,Maharashtra,Chandrapur,Wheat - RF,Cereals,Agriculture,1,30000.0,8.0,1.5,3.25,3.25,450.0,975.0,975.0,70,BAJAJ ALLIANZ GENERAL INSURANCE CO. LTD,1950.0,2400.0,81.25,8.0
2018,Kharif,Rajasthan,Sirohi,Green Gram (Moong),Pulses,Agriculture,1,22000.0,17.0,2.0,7.5,7.5,440.0,1650.0,1650.0,80,HDFC ERGO GENERAL INSURANCE CO. LTD.,3300.0,3740.0,88.23529411764706,17.0
2019,Rabi,Assam,Nagaon,Potato,Vegetables,Horticulture & Commercial,1,131900.0,6.0,5.0,0.5,0.5,6595.0,659.5,659.5,80,AGRICULTURE INSURANCE COMPANY,1319.0,7914.0,16.666666666666664,6.0
2018,Kharif,Rajasthan,Sri Ganganagar,Green Gram (Moong),Pulses,Agriculture,1,38352.0,8.0,2.0,3.0,3.0,767.04,1150.56,1150.56,80,AGRICULTURE INSURANCE COMPANY,2301.12,3068.16,75.0,8.0
2020,Kharif,Tamil Nadu,Ariyalur,Sorghum (Jowar/Great Millet),Millets,Agriculture,1,26800.0,31.5,2.0,15.5,14.0,536.0,4154.0,3752.0,80,AGRICULTURE INSURANCE COMPANY,7906.0,8442.0,93.65079365079364,31.5
2018,Kharif,Rajasthan,Bharatpur,Cotton (Kapas),Fiber Crops,Horticulture & Commercial,1,79615.0,8.95,5.0,1.975,1.975,3980.75,1572.3963,1572.3963,80,TATA AIG GENERAL INSURANCE CO. LTD.,3144.7926,7125.542600000001,44.13407899631391,8.950000125604472
2018,Kharif,Rajasthan,Sri Ganganagar,Paddy (Dhan),Cereals,Agriculture,1,71400.0,4.0,2.0,1.0,1.0,1428.0,714.0,714.0,80,AGRICULTURE INSURANCE COMPANY,1428.0,2856.0,50.0,4.0
2019,Kharif,Tamil Nadu,Dindigul,Sorghum (Jowar/Great Millet),Millets,Agriculture,1,19513.0,24.0,2.0,11.0,11.0,390.26,2146.43,2146.43,70,AGRICULTURE INSURANCE COMPANY,4292.86,4683.119999999999,91.66666666666667,23.999999999999993
2021,Rabi,Odisha,Sambalpur,Black Gram (Urad),Pulses,Agriculture,1,38250.0,1.0,1.0,0.0,0.0,382.5,0.0,0.0,70,RELIANCE GENERAL INSURANCE CO. LTD.,0.0,382.5,0.0,1.0
2022,Rabi,Madhya Pradesh,Umaria,Linseed (Alsi),Oilseeds,Agriculture,1,20000.0,9.0,1.5,3.75,3.75,300.0,750.0,750.0,80,AGRICULTURE INSURANCE COMPANY,1500.0,1800.0,83.33333333333334,9.0
2021,Rabi,Odisha,Sambalpur,Green Gram (Moong),Pulses,Agriculture,1,38250.0,1.0,1.0,0.0,0.0,382.5,0.0,0.0,70,RELIANCE GENERAL INSURANCE CO. LTD.,0.0,382.5,0.0,1.0
2021,Kharif,Odisha,Koraput,Ginger,Condiments and Spices,Horticulture & Commercial,1,240000.0,2.0,2.0,0.0,0.0,4800.0,0.0,0.0,70,RELIANCE GENERAL INSURANCE CO. LTD.,0.0,4800.0,0.0,2.0
2018,Kharif,Rajasthan,Dungarpur,Paddy (Dhan),Cereals,Agriculture,1,46550.0,10.0,2.0,4.0,4.0,931.0,1862.0,1862.0,80,AGRICULTURE INSURANCE COMPANY,3724.0,4655.0,80.0,10.0
2021,Kharif,Odisha,Balangir,Maize (Makka),Millets,Agriculture,1,51250.0,5.0,2.0,1.5,1.5,1025.0,768.75,768.75,70,AGRICULTURE INSURANCE COMPANY,1537.5,2562.5,60.0,5.0
2018,Kharif,Rajasthan,Bharatpur,Pearl Millet (Bajra),Millets,Agriculture,1,45354.0,4.0,2.0,1.0,1.0,907.08,453.54,453.54,80,TATA AIG GENERAL INSURANCE CO. LTD.,907.08,1814.16,50.0,4.0
2019,Kharif,Tamil Nadu,Erode,Potato,Vegetables,Horticulture & Commercial,1,106457.0,7.58,5.0,1.29,1.29,5322.85,1373.2953,1373.2953,90,ORIENTAL INSURANCE,2746.5906,8069.4406,34.03693931398417,7.579999999999999
2020,Rabi,TRIPURA,West Tripura,Paddy - Boro,Cereals,Agriculture,1,69041.0,4.0,1.5,0.25,2.25,1035.615,172.6025,1553.4225,90,AGRICULTURE INSURANCE COMPANY,1726.0249999999999,2761.64,62.5,4.0
2020,Rabi,RAJASTHAN,Sirohi,Wheat,Cereals,Agriculture,1,55546.0,4.0,1.5,1.25,1.25,833.19,694.325,694.325,80,UNIVERSAL SOMPO GENERAL INSURANCE COMPANY,1388.65,2221.84,62.5,4.0
2021,Rabi,Chhattisgarh,Kabeerdham,Mustard,Oilseeds,Agriculture,1,20000.0,21.0,1.5,9.75,9.75,300.0,1950.0,1950.0,80,BAJAJ ALLIANZ GENERAL INSURANCE CO. LTD,3900.0,4200.0,92.85714285714286,21.0
2022,Rabi,Uttar Pradesh,Hardoi,Wheat,Cereals,Agriculture,1,67818.0,6.0,1.5,2.25,2.25,1017.27,1525.905,1525.905,90,UNIVERSAL SOMPO GENERAL INSURANCE COMPANY,3051.81,4069.08,75.0,6.0
2019,Rabi,Madhya Pradesh,Shahdol,Lentil (Masur),Pulses,Agriculture,1,15000.0,27.0,1.5,12.75,12.75,225.0,1912.5,1912.5,80,IFFCO TOKIO GENERAL INSURANCE CO. LTD.,3825.0,4050.0,94.44444444444444,27.0
2019,Rabi,Assam,Udalguri,Paddy - Summer,Cereals,Agriculture,1,60100.0,2.0,1.5,0.25,0.25,901.5,150.25,150.25,80,HDFC ERGO GENERAL INSURANCE CO. LTD.,300.5,1202.0,25.0,2.0
2022,Kharif,MADHYA PRADESH,Burhanpur,Sorghum (Jowar/Great Millet),Millets,Agriculture,1,25000.0,3.0,2.0,0.5,0.5,500.0,125.0,125.0,80,AGRICULTURE INSURANCE COMPANY,250.0,750.0,33.33333333333333,3.0
2022,Rabi,Maharashtra,Jalgaon,Bengal Gram (Chana),Pulses,Agriculture,1,24000.0,5.0,1.5,1.75,1.75,360.0,420.0,420.0,70,AGRICULTURE INSURANCE COMPANY,840.0,1200.0,70.0,5.0
2021,Rabi,Haryana,Yamunanagar,Bengal Gram (Chana),Pulses,Agriculture,1,33730.0,19.0,1.5,8.75,8.75,505.95,2951.375,2951.375,90,BAJAJ ALLIANZ GENERAL INSURANCE CO. LTD,5902.75,6408.7,92.10526315789474,19.0
2022,Rabi,Uttar Pradesh,Sultanpur,Wheat,Cereals,Agriculture,1,67541.0,9.02,1.5,3.76,3.76,1013.115,2539.5416,2539.5416,90,AGRICULTURE INSURANCE COMPANY,5079.0832,6092.198200000001,83.37028824833702,9.020000000000001
2019,Kharif,Meghalaya,South Garo Hills,Ginger,Condiments and Spices,Horticulture & Commercial,1,82309.0,5.3,5.0,0.15,0.15,4115.45,123.4635,123.4635,90,AGRICULTURE INSURANCE COMPANY,246.927,4362.3769999999995,5.660377358490567,5.299999999999999
2021,Rabi,Odisha,Kandhamal,Mustard,Oilseeds,Agriculture,1,33250.0,1.0,1.0,0.0,0.0,332.5,0.0,0.0,70,RELIANCE GENERAL INSURANCE CO. LTD.,0.0,332.5,0.0,1.0
2020,Kharif,Meghalaya,Ribhoi,Ginger,Condiments and Spices,Horticulture & Commercial,1,82309.0,4.93,4.93,0.0,0.0,4057.8337,0.0,0.0,90,AGRICULTURE INSURANCE COMPANY,0.0,4057.8337,0.0,4.930000000000001
2022,Rabi,Assam,Nagaon,Mustard,Oilseeds,Agriculture,1,40725.0,1.5,1.5,0.0,0.0,610.875,0.0,0.0,80,FUTURE GENERALI INDIA INSURANCE CO. LTD.,0.0,610.875,0.0,1.5
2021,Kharif,Rajasthan,Sirohi,Sorghum (Jowar/Great Millet),Millets,Agriculture,1,18919.0,15.0,2.0,6.5,6.5,378.38,1229.735,1229.735,80,UNIVERSAL SOMPO GENERAL INSURANCE COMPANY,2459.47,2837.8499999999995,86.66666666666669,14.999999999999996
2022,Rabi,Maharashtra,Beed,Sorghum (Jowar/Great Millet) - RF,Millets,Agriculture,1,35000.0,28.0,1.5,13.25,13.25,525.0,4637.5,4637.5,70,BAJAJ ALLIANZ GENERAL INSURANCE CO. LTD,9275.0,9800.0,94.64285714285714,28.000000000000004
2019,Kharif,Gujarat,Surat,Sorghum (Jowar/Great Millet),Millets,Agriculture,1,9000.0,10.0,2.0,4.0,4.0,180.0,360.0,360.0,70,RELIANCE GENERAL INSURANCE CO. LTD.,720.0,900.0,80.0,10.0
2022,Rabi,Maharashtra,Akola,Groundnut (Pea Nut) - Summer,Oilseeds,Agriculture,1,42971.0,30.0,1.5,14.25,14.25,644.565,6123.3675,6123.3675,70,ICICI LOMBARD GENERAL INSURANCE CO. LTD.,12246.735,12891.300000000001,95.0,30.000000000000004
2021,Kharif,Rajasthan,Jhalawar,Soybean (Bhat),Oilseeds,Agriculture,1,38834.0,20.58,2.0,9.29,9.29,776.68,3607.6786,3607.6786,80,SBI GENERAL INSURANCE,7215.3572,7992.037200000001,90.2818270165209,20.580000000000002
2019,Kharif,Andhra Pradesh,Vizianagaram,Cotton (Kapas) - RF,Fiber Crops,Horticulture & Commercial,1,70000.0,3.49,3.49,0.0,0.0,2443.0,0.0,0.0,80,SBI GENERAL INSURANCE,0.0,2443.0,0.0,3.49
2021,Rabi,Odisha,Sundargarh,Paddy - Summer,Cereals,Agriculture,1,65000.0,1.0,1.0,0.0,0.0,650.0,0.0,0.0,70,RELIANCE GENERAL INSURANCE CO. LTD.,0.0,650.0,0.0,1.0
2019,Kharif,Andhra Pradesh,Vizianagaram,Maize (Makka),Millets,Agriculture,1,67500.0,6.21,2.0,2.105,2.105,1350.0,1420.875,1420.875,80,SBI GENERAL INSURANCE,2841.75,4191.75,67.7938808373591,6.21
2019,Kharif,Meghalaya,West Khasi Hills,Ginger,Condiments and Spices,Horticulture & Commercial,1,82309.0,4.0,4.0,0.0,0.0,3292.36,0.0,0.0,90,AGRICULTURE INSURANCE COMPANY,0.0,3292.36,0.0,4.0
2021,Kharif,Chhattisgarh,Narayanpur,Paddy - RF (UnIR),Cereals,Agriculture,1,36000.0,18.63,2.0,8.315,8.315,720.0,2993.4,2993.4,80,AGRICULTURE INSURANCE COMPANY,5986.8,6706.8,89.26462694578636,18.63
2019,Kharif,Rajasthan,Bharatpur,Pearl Millet (Bajra),Millets,Agriculture,1,37220.0,5.0,2.0,1.5,1.5,744.4,558.3,558.3,80,HDFC ERGO GENERAL INSURANCE CO. LTD.,1116.6,1860.9999999999998,60.0,5.0
2019,Kharif,Chhattisgarh,Gariyaband,Paddy - RF (UnIR),Cereals,Agriculture,1,30000.0,13.3,2.0,5.65,5.65,600.0,1695.0,1695.0,80,AGRICULTURE INSURANCE COMPANY,3390.0,3990.0,84.9624060150376,13.3
2019,Kharif,Tamil Nadu,Dharmapuri,Mango,Fruits,Horticulture & Commercial,1,51623.0,14.95,5.0,4.975,4.975,2581.15,2568.2442,2568.2442,90,ORIENTAL INSURANCE,5136.4884,7717.638400000001,66.55518351313272,14.949999806287897
2019,Kharif,Madhya Pradesh,Raisen,Soybean (Bhat),Oilseeds,Agriculture,1,13875.0,26.0,2.0,12.0,12.0,277.5,1665.0,1665.0,80,AGRICULTURE INSURANCE COMPANY,3330.0,3607.5,92.3076923076923,26.0
2020,Kharif,Madhya Pradesh,Chhatarpur,Groundnut (Pea Nut),Oilseeds,Agriculture,1,39000.0,20.0,2.0,9.0,9.0,780.0,3510.0,3510.0,80,AGRICULTURE INSURANCE COMPANY,7020.0,7800.0,90.0,20.0
2018,Kharif,Chhattisgarh,Mungeli,Groundnut (Pea Nut),Oilseeds,Agriculture,1,30000.0,5.0,2.0,1.5,1.5,600.0,450.0,450.0,80,AGRICULTURE INSURANCE COMPANY,900.0,1500.0,60.0,5.0
2018,Kharif,Uttarakhand,Rudraprayag,Paddy - Hills,Cereals,Agriculture,1,37000.0,1.23,1.23,0.0,0.0,455.1,0.0,0.0,90,ICICI LOMBARD GENERAL INSURANCE CO. LTD.,0.0,455.1,0.0,1.23
2019,Kharif,Tamil Nadu,Dharmapuri,Onion,Vegetables,Horticulture & Commercial,1,71136.0,13.21,5.0,4.105,4.105,3556.8,2920.1328,2920.1328,90,ORIENTAL INSURANCE,5840.2656,9397.0656,62.14988644965934,13.209999999999999
2020,Rabi,RAJASTHAN,Jaisalmer,Bengal Gram (Chana),Pulses,Agriculture,1,45722.0,13.0,1.5,5.75,5.75,685.83,2629.015,2629.015,80,HDFC ERGO GENERAL INSURANCE CO. LTD.,5258.03,5943.86,88.46153846153845,13.0
2019,Rabi,Gujarat,Sabar Kantha,Groundnut (Pea Nut) - Summer,Oilseeds,Agriculture,1,45000.0,3.0,1.5,0.75,0.75,675.0,337.5,337.5,70,AGRICULTURE INSURANCE COMPANY,675.0,1350.0,50.0,3.0
2020,Kharif,Madhya Pradesh,Gwalior,Paddy - IR,Cereals,Agriculture,1,38000.0,8.0,2.0,3.0,3.0,760.0,1140.0,1140.0,80,AGRICULTURE INSURANCE COMPANY,2280.0,3040.0,75.0,8.0
