year,season,state,district,crop,crop_category,crop_type,unit,sum_insured,premium_rate,farmer_share_pct,state_share_pct,goi_share_pct,farmer_share_value,state_share_value,goi_share_value,indemnity_level,insurance_company,total_subsidy,total_premium,gov_subsidy_pct,premium_to_insured_pct
2022,Rabi,Rajasthan,Jodhpur,Cumin,Condiments and Spices,Horticulture & Commercial,1,91756.0,15.5,5.0,5.25,5.25,4587.8,4817.19,4817.19,80,FUTURE GENERALI INDIA INSURANCE CO. LTD.,9634.38,14222.18,67.74193548387096,15.5
2022,Rabi,Uttar Pradesh,Rampur,Wheat,Cereals,Agriculture,1,73654.0,8.25,1.5,3.375,3.375,1104.81,2485.8225,2485.8225,90,IFFCO TOKIO GENERAL INSURANCE CO. LTD.,4971.645,6076.455,81.81818181818183,8.25
2018,Kharif,Rajasthan,Bundi,Sesame (Gingelly/Til)/Sesamum,Oilseeds,Agriculture,1,26358.0,8.5,2.0,3.25,3.25,527.16,856.635,856.635,80,AGRICULTURE INSURANCE COMPANY,1713.27,2240.4300000000003,76.47058823529412,8.5
2020,Rabi,ASSAM,Karimganj,Potato,Vegetables,Horticulture & Commercial,1,131900.0,3.5,3.5,0.0,0.0,4616.5,0.0,0.0,80,AGRICULTURE INSURANCE COMPANY,0.0,4616.5,0.0,3.5000000000000004
2019,Kharif,Haryana,Gurgaon,Paddy (Dhan),Cereals,Agriculture,1,77800.0,3.83,2.0,0.915,0.915,1556.0,711.87,711.87,90,SBI GENERAL INSURANCE,1423.74,2979.74,47.78067885117494,3.829999999999999
2022,Kharif,ANDAMAN & NICOBAR ISLANDS,South Andaman,Paddy (Dhan),Cereals,Agriculture,1,65676.0,8.0,0.5,4.5,3.0,328.38,2955.42,1970.28,80,NATIONAL INSURANCE COMPANY LIMITED,4925.7,5254.08,93.75,8.0
2022,Rabi,Rajasthan,Kota,Bengal Gram (Chana),Pulses,Agriculture,1,75414.0,6.0,1.5,2.25,2.25,1131.21,1696.815,1696.815,80,BAJAJ ALLIANZ GENERAL INSURANCE CO. LTD,3393.63,4524.84,75.0,6.000000000000001
2018,Kharif,Andhra Pradesh,Prakasam,"Castor (Rehri, Rendi, Arandi)",Oilseeds,Agriculture,1,32500.0,3.99,2.0,0.995,0.995,650.0,323.375,323.375,80,NATIONAL INSURANCE COMPANY LIMITED,646.75,1296.75,49.87468671679198,3.9899999999999998
2018,Kharif,Andhra Pradesh,Prakasam,Chillies - IR,Vegetables,Horticulture & Commercial,1,215000.0,9.97,5.0,2.485,2.485,10750.0,5342.75,5342.75,80,NATIONAL INSURANCE COMPANY LIMITED,10685.5,21435.5,49.849548645937816,9.969999999999999
2018,Rabi,Tripura,Sepahijala,Cauliflower,Vegetables,Horticulture & Commercial,1,84116.0,5.0,5.0,0.0,0.0,4205.8,0.0,0.0,80,AGRICULTURE INSURANCE COMPANY,0.0,4205.8,0.0,5.0
2022,Rabi,Rajasthan,Nagaur,Mustard,Oilseeds,Agriculture,1,53457.0,10.0,1.5,4.25,4.25,801.855,2271.9225,2271.9225,80,RELIANCE GENERAL INSURANCE CO. LTD.,4543.845,5345.700000000001,85.0,10.000000000000002
2021,Rabi,Odisha,Subarnapur,Black Gram (Urad),Pulses,Agriculture,1,32750.0,4.0,1.5,1.25,1.25,491.25,409.375,409.375,70,AGRICULTURE INSURANCE COMPANY,818.75,1310.0,62.5,4.0
2018,Rabi,Tamil Nadu,Karur,Sugarcane - Seasonal/suru/plant,Sugar and Starch Crops,Horticulture & Commercial,1,130910.0,4.3,4.3,0.0,0.0,5629.13,0.0,0.0,90,AGRICULTURE INSURANCE COMPANY,0.0,5629.13,0.0,4.300000000000001
2022,Rabi,Uttar Pradesh,Hathras,Barley (Jau),Cereals,Agriculture,1,51011.0,5.0,1.5,1.75,1.75,765.165,892.6925,892.6925,80,AGRICULTURE INSURANCE COMPANY,1785.385,2550.55,70.0,5.0
2020,Rabi,MAHARASHTRA,Bid,Sorghum (Jowar/Great Millet) - RF,Millets,Agriculture,1,28000.0,20.95,1.5,9.725,9.725,420.0,2723.0,2723.0,70,AGRICULTURE INSURANCE COMPANY,5446.0,5866.0,92.84009546539379,20.95
2022,Rabi,Rajasthan,Nagaur,Rocket Salad (Taramira),Oilseeds,Agriculture,1,20953.0,13.0,1.5,5.75,5.75,314.295,1204.7975,1204.7975,80,RELIANCE GENERAL INSURANCE CO. LTD.,2409.595,2723.89,88.46153846153845,13.0
2019,Kharif,Tamil Nadu,Tiruchirappalli,Pearl Millet (Bajra),Millets,Agriculture,1,22477.0,48.06,2.0,23.03,23.03,449.54,5176.4531,5176.4531,80,ORIENTAL INSURANCE,10352.9062,10802.446199999998,95.83853516437787,48.05999999999999
2018,Kharif,Rajasthan,Jhunjhunu,Groundnut (Pea Nut),Oilseeds,Agriculture,1,60000.0,2.0,2.0,0.0,0.0,1200.0,0.0,0.0,80,TATA AIG GENERAL INSURANCE CO. LTD.,0.0,1200.0,0.0,2.0
2018,Rabi,Tamil Nadu,Karur,Tapioca,Sugar and Starch Crops,Horticulture & Commercial,1,62491.0,7.6,5.0,1.3,1.3,3124.55,812.383,812.383,90,AGRICULTURE INSURANCE COMPANY,1624.766,4749.316,34.21052631578947,7.6
2022,Kharif,ODISHA,Sundargarh,Groundnut (Pea Nut),Oilseeds,Agriculture,1,64250.0,1.0,1.0,0.0,0.0,642.5,0.0,0.0,70,RELIANCE GENERAL INSURANCE CO. LTD.,0.0,642.5,0.0,1.0
2018,Kharif,Telangana,Nirmal,Rice,Cereals,Agriculture,1,85000.0,3.99,2.0,0.995,0.995,1700.0,845.75,845.75,80,NATIONAL INSURANCE COMPANY LIMITED,1691.5,3391.5,49.87468671679198,3.9899999999999998
2021,Kharif,Odisha,Jajapur,Paddy (Dhan),Cereals,Agriculture,1,69500.0,18.8,2.0,8.4,8.4,1390.0,5838.0,5838.0,70,HDFC ERGO GENERAL INSURANCE CO. LTD.,11676.0,13066.0,89.36170212765957,18.8
2018,Kharif,Kerala,Malappuram,Banana,Fruits,Horticulture & Commercial,1,375000.0,2.0,2.0,0.0,0.0,7500.0,0.0,0.0,90,AGRICULTURE INSURANCE COMPANY,0.0,7500.0,0.0,2.0
2022,Kharif,ODISHA,Sundargarh,Paddy (Dhan),Cereals,Agriculture,1,68250.0,13.9,2.0,5.95,5.95,1365.0,4060.875,4060.875,70,RELIANCE GENERAL INSURANCE CO. LTD.,8121.75,9486.75,85.61151079136691,13.900000000000002
2018,Kharif,Telangana,Nirmal,Soybean (Bhat) - RF,Oilseeds,Agriculture,1,45000.0,3.99,2.0,0.995,0.995,900.0,447.75,447.75,80,NATIONAL INSURANCE COMPANY LIMITED,895.5,1795.5,49.87468671679198,3.9899999999999998
2022,Rabi,Uttar Pradesh,Mahoba,Mustard,Oilseeds,Agriculture,1,22329.0,23.68,1.5,11.09,11.09,334.935,2476.2861,2476.2861,80,AGRICULTURE INSURANCE COMPANY,4952.5722,5287.5072,93.66554054054053,23.68
2021,Rabi,Haryana,Charkhi Dadri,Barley (Jau),Cereals,Agriculture,1,44108.0,8.0,1.5,3.25,3.25,661.62,1433.51,1433.51,90,BAJAJ ALLIANZ GENERAL INSURANCE CO. LTD,2867.02,3528.6400000000003,81.24999999999999,8.0
2018,Kharif,Telangana,Nirmal,Turmeric,Condiments and Spices,Horticulture & Commercial,1,150000.0,10.86,5.0,2.93,2.93,7500.0,4395.0,4395.0,80,NATIONAL INSURANCE COMPANY LIMITED,8790.0,16290.0,53.95948434622467,10.86
2022,Rabi,Uttar Pradesh,Shamli,Mustard,Oilseeds,Agriculture,1,57065.0,23.3,1.5,10.9,10.9,855.975,6220.085,6220.085,90,AGRICULTURE INSURANCE COMPANY,12440.17,13296.145,93.56223175965664,23.3
2018,Rabi,Tamil Nadu,Dindigul,Onion,Vegetables,Horticulture & Commercial,1,68790.0,14.2,5.0,4.6,4.6,3439.5,3164.34,3164.34,90,AGRICULTURE INSURANCE COMPANY,6328.68,9768.18,64.7887323943662,14.200000000000001
2019,Kharif,Haryana,Hisar,Pearl Millet (Bajra),Millets,Agriculture,1,37000.0,3.2,2.0,0.6,0.6,740.0,222.0,222.0,90,SBI GENERAL INSURANCE,444.0,1184.0,37.5,3.2
2022,Kharif,ANDHRA PRADESH,East Godavari,Black Gram (Urad),Pulses,Agriculture,1,42500.0,2.0,2.0,0.0,0.0,850.0,0.0,0.0,70,HDFC ERGO GENERAL INSURANCE CO. LTD.,0.0,850.0,0.0,2.0
2022,Rabi,Tripura,Khowai,Tomato,Vegetables,Horticulture & Commercial,1,161948.0,3.0,3.0,0.0,0.0,4858.44,0.0,0.0,80,HDFC ERGO GENERAL INSURANCE CO. LTD.,0.0,4858.44,0.0,3.0
2019,Rabi,Odisha,Nayagarh,Green Gram (Moong),Pulses,Agriculture,1,30000.0,10.5,1.5,4.5,4.5,450.0,1350.0,1350.0,70,ROYAL SUNDARAM GENERAL INSURANCE CO. LIMITED,2700.0,3150.0,85.71428571428571,10.5
2019,Rabi,Odisha,Kalahandi,Sugarcane - Noble Cane,Sugar and Starch Crops,Horticulture & Commercial,1,100025.0,2.0,2.0,0.0,0.0,2000.5,0.0,0.0,70,HDFC ERGO GENERAL INSURANCE CO. LTD.,0.0,2000.5,0.0,2.0
2019,Rabi,Rajasthan,Jhalawar,Coriander,Condiments and Spices,Horticulture & Commercial,1,52500.0,14.09,5.0,4.545,4.545,2625.0,2386.125,2386.125,80,HDFC ERGO GENERAL INSURANCE CO. LTD.,4772.25,7397.25,64.513839602555,14.09
2018,Rabi,Tamil Nadu,Dindigul,Paddy - II,Cereals,Agriculture,1,63109.0,16.4,1.5,7.45,7.45,946.635,4701.6205,4701.6205,90,AGRICULTURE INSURANCE COMPANY,9403.241,10349.876,90.85365853658537,16.400000000000002
2018,Kharif,Rajasthan,Alwar,Sorghum (Jowar/Great Millet),Millets,Agriculture,1,34000.0,7.0,2.0,2.5,2.5,680.0,850.0,850.0,80,AGRICULTURE INSURANCE COMPANY,1700.0,2380.0,71.42857142857143,7.000000000000001
2019,Rabi,Rajasthan,Jhalawar,Methi (Fenugreek),Condiments and Spices,Horticulture & Commercial,1,30520.0,3.4,3.4,0.0,0.0,1037.68,0.0,0.0,80,HDFC ERGO GENERAL INSURANCE CO. LTD.,0.0,1037.68,0.0,3.4000000000000004
2019,Kharif,Rajasthan,Sawai Madhopur,Sesame (Gingelly/Til)/Sesamum,Oilseeds,Agriculture,1,36750.0,6.0,2.0,2.0,2.0,735.0,735.0,735.0,80,FUTURE GENERALI INDIA INSURANCE CO. LTD.,1470.0,2205.0,66.66666666666666,6.0
2019,Rabi,Rajasthan,Jhalawar,Wheat,Cereals,Agriculture,1,50000.0,4.0,1.5,1.25,1.25,750.0,625.0,625.0,80,HDFC ERGO GENERAL INSURANCE CO. LTD.,1250.0,2000.0,62.5,4.0
2019,Kharif,Tamil Nadu,Krishnagiri,Brinjal,Vegetables,Horticulture & Commercial,1,57057.0,15.0,5.0,5.0,5.0,2852.85,2852.85,2852.85,90,AGRICULTURE INSURANCE COMPANY,5705.7,8558.55,66.66666666666667,15.0
2018,Kharif,Rajasthan,Dungarpur,Maize (Makka),Millets,Agriculture,1,38450.0,7.0,2.0,2.5,2.5,769.0,961.25,961.25,80,AGRICULTURE INSURANCE COMPANY,1922.5,2691.5,71.42857142857143,7.000000000000001
2022,Rabi,Uttar Pradesh,Etah,Wheat,Cereals,Agriculture,1,71229.0,6.11,1.5,2.305,2.305,1068.435,1641.82845,1641.82845,90,AGRICULTURE INSURANCE COMPANY,3283.6569,4352.091899999999,75.45008183306057,6.109999999999999
2018,Kharif,Madhya Pradesh,Singrauli,Maize (Makka),Millets,Agriculture,1,29856.0,9.1,2.0,3.55,3.55,597.12,1059.888,1059.888,80,AGRICULTURE INSURANCE COMPANY,2119.776,2716.8959999999997,78.02197802197803,9.1
2019,Rabi,Odisha,Nuapada,Onion,Vegetables,Horticulture & Commercial,1,46208.0,0.5,0.5,0.0,0.0,231.04,0.0,0.0,70,AGRICULTURE INSURANCE COMPANY,0.0,231.04,0.0,0.5
2022,Kharif,HIMACHAL PRADESH,Solan,Paddy (Dhan),Cereals,Agriculture,1,30000.0,5.0,2.0,1.5,1.5,600.0,450.0,450.0,90,AGRICULTURE INSURANCE COMPANY,900.0,1500.0,60.0,5.0
2019,Rabi,Rajasthan,Jhunjhunu,Bengal Gram (Chana),Pulses,Agriculture,1,41500.0,9.0,1.5,3.75,3.75,622.5,1556.25,1556.25,80,AGRICULTURE INSURANCE COMPANY,3112.5,3735.0,83.33333333333334,9.0
2020,Kharif,Madhya Pradesh,Chhindwara,Soybean (Bhat),Oilseeds,Agriculture,1,28000.0,11.0,2.0,4.5,4.5,560.0,1260.0,1260.0,80,AGRICULTURE INSURANCE COMPANY,2520.0,3080.0,81.81818181818183,11.0
2022,Kharif,HARYANA,Rohtak,Paddy (Dhan),Cereals,Agriculture,1,92626.0,12.0,2.0,5.0,5.0,1852.52,4631.3,4631.3,90,BAJAJ ALLIANZ GENERAL INSURANCE CO. LTD,9262.6,11115.119999999999,83.33333333333334,12.0
2019,Kharif,Rajasthan,Sri Ganganagar,Paddy (Dhan),Cereals,Agriculture,1,70553.0,8.0,2.0,3.0,3.0,1411.06,2116.59,2116.59,80,AGRICULTURE INSURANCE COMPANY,4233.18,5644.24,75.00000000000001,8.0
2022,Rabi,Puducherry,Yanam,Paddy - IR,Cereals,Agriculture,1,75000.0,7.01,1.5,2.755,2.755,1125.0,2066.25,2066.25,90,NATIONAL INSURANCE COMPANY LIMITED,4132.5,5257.5,78.60199714693296,7.01
2018,Kharif,Chhattisgarh,Balrampur,Maize (Makka),Millets,Agriculture,1,18000.0,5.0,2.0,1.5,1.5,360.0,270.0,270.0,80,AGRICULTURE INSURANCE COMPANY,540.0,900.0,60.0,5.0
2018,Rabi,Tamil Nadu,Thanjavur,Groundnut (Pea Nut),Oilseeds,Agriculture,1,58786.0,7.6,1.5,3.05,3.05,881.79,1792.973,1792.973,80,NEW INDIA ASSURANCE COMPANY,3585.946,4467.736,80.26315789473685,7.6
2019,Kharif,Rajasthan,Sikar,Groundnut (Pea Nut),Oilseeds,Agriculture,1,53750.0,4.0,2.0,1.0,1.0,1075.0,537.5,537.5,80,HDFC ERGO GENERAL INSURANCE CO. LTD.,1075.0,2150.0,50.0,4.0
2019,Kharif,Rajasthan,Ajmer,Sorghum (Jowar/Great Millet),Millets,Agriculture,1,39000.0,14.0,2.0,6.0,6.0,780.0,2340.0,2340.0,80,FUTURE GENERALI INDIA INSURANCE CO. LTD.,4680.0,5460.0,85.71428571428571,14.000000000000002
2018,Rabi,Tamil Nadu,Ramanathapuram,Pearl Millet (Bajra),Millets,Agriculture,1,15067.0,17.5,1.5,8.0,8.0,226.005,1205.36,1205.36,70,AGRICULTURE INSURANCE COMPANY,2410.72,2636.7249999999995,91.42857142857143,17.499999999999996
2018,Rabi,Tamil Nadu,Ramanathapuram,Sugarcane - Seasonal/suru/plant,Sugar and Starch Crops,Horticulture & Commercial,1,116090.0,3.2,3.2,0.0,0.0,3714.88,0.0,0.0,70,AGRICULTURE INSURANCE COMPANY,0.0,3714.88,0.0,3.2
2018,Rabi,Tamil Nadu,Ramanathapuram,Sesame (Gingelly/Til)/Sesamum,Oilseeds,Agriculture,1,12968.0,10.9,1.5,4.7,4.7,194.52,609.496,609.496,70,AGRICULTURE INSURANCE COMPANY,1218.992,1413.512,86.23853211009175,10.9
2020,Rabi,MAHARASHTRA,Parbhani,Wheat - IR,Cereals,Agriculture,1,38000.0,5.0,1.5,1.75,1.75,570.0,665.0,665.0,70,RELIANCE GENERAL INSURANCE CO. LTD.,1330.0,1900.0,70.0,5.0
2018,Rabi,Tamil Nadu,Vellore,Banana,Fruits,Horticulture & Commercial,1,113497.0,7.66,5.0,1.33,1.33,5674.85,1509.5101,1509.5101,90,NEW INDIA ASSURANCE COMPANY,3019.0202,8693.8702,34.72584856396867,7.66
2020,Kharif,Assam,Jorhat,Paddy - Sali,Cereals,Agriculture,1,59400.0,3.5,2.0,0.1499999999999999,1.35,1188.0,89.1,801.9,80,AGRICULTURE INSURANCE COMPANY,891.0,2079.0,42.857142857142854,3.5000000000000004
2018,Rabi,Tamil Nadu,The Nilgiris,Potato,Vegetables,Horticulture & Commercial,1,229710.0,3.27,3.27,0.0,0.0,7511.517,0.0,0.0,90,CHOLAMANDALAM MS GENERAL INSURANCE COMPANY LIMITED,0.0,7511.517,0.0,3.27
2018,Rabi,Tamil Nadu,The Nilgiris,Tapioca,Sugar and Starch Crops,Horticulture & Commercial,1,76076.0,3.52,3.52,0.0,0.0,2677.8752,0.0,0.0,90,CHOLAMANDALAM MS GENERAL INSURANCE COMPANY LIMITED,0.0,2677.8752,0.0,3.52
2019,Kharif,Rajasthan,Alwar,Guar,Fodder Crops,Agriculture,1,29500.0,13.0,2.0,5.5,5.5,590.0,1622.5,1622.5,80,AGRICULTURE INSURANCE COMPANY,3245.0,3835.0,84.61538461538461,13.0
2021,Kharif,Kerala,Kottayam,Paddy - Autumn,Cereals,Agriculture,1,80000.0,13.3,2.0,5.65,5.65,1600.0,4520.0,4520.0,80,AGRICULTURE INSURANCE COMPANY,9040.0,10640.0,84.9624060150376,13.3
2019,Kharif,Uttar Pradesh,Bara Banki,Pigeon Pea (Red Gram/Arhar/Tur),Pulses,Agriculture,1,21000.0,6.27,2.0,2.135,2.135,420.0,448.35,448.35,80,BAJAJ ALLIANZ GENERAL INSURANCE CO. LTD,896.7,1316.7,68.10207336523126,6.2700000000000005
2018,Rabi,Tamil Nadu,Cuddalore,Cotton (Kapas),Fiber Crops,Horticulture & Commercial,1,47671.0,18.94,5.0,6.97,6.97,2383.55,3322.6687,3322.6687,70,CHOLAMANDALAM MS GENERAL INSURANCE COMPANY LIMITED,6645.3374,9028.8874,73.60084477296726,18.939999999999998
2020,Rabi,MAHARASHTRA,Nanded,Wheat - IR,Cereals,Agriculture,1,38000.0,22.0,1.5,10.25,10.25,570.0,3895.0,3895.0,70,IFFCO TOKIO GENERAL INSURANCE CO. LTD.,7790.0,8360.0,93.18181818181817,22.0
2021,Kharif,Puducherry,Puducherry,Paddy - I,Cereals,Agriculture,1,67500.0,6.28,2.0,2.14,2.14,1350.0,1444.5,1444.5,90,NATIONAL INSURANCE COMPANY LIMITED,2889.0,4239.0,68.15286624203821,6.279999999999999
2019,Kharif,Rajasthan,Baran,Black Gram (Urad),Pulses,Agriculture,1,24750.0,10.0,2.0,4.0,4.0,495.0,990.0,990.0,80,AGRICULTURE INSURANCE COMPANY,1980.0,2475.0,80.0,10.0
2021,Kharif,Uttar Pradesh,Jaunpur,Maize (Makka),Millets,Agriculture,1,28959.0,7.37,2.0,2.685,2.685,579.18,777.54915,777.54915,90,HDFC ERGO GENERAL INSURANCE CO. LTD.,1555.0983,2134.2783,72.86295793758481,7.37
2022,Kharif,MADHYA PRADESH,Balaghat,Maize (Makka),Millets,Agriculture,1,21000.0,17.0,2.0,7.5,7.5,420.0,1575.0,1575.0,80,AGRICULTURE INSURANCE COMPANY,3150.0,3570.0,88.23529411764706,17.0
2019,Kharif,Uttar Pradesh,Bhadohi,Pigeon Pea (Red Gram/Arhar/Tur),Pulses,Agriculture,1,27650.0,2.0,2.0,0.0,0.0,553.0,0.0,0.0,80,BAJAJ ALLIANZ GENERAL INSURANCE CO. LTD,0.0,553.0,0.0,2.0
2019,Kharif,Tamil Nadu,Viluppuram,Cotton (Lint) - I,Fiber Crops,Horticulture & Commercial,1,54464.0,30.0,5.0,12.5,12.5,2723.2,6808.0,6808.0,80,AGRICULTURE INSURANCE COMPANY,13616.0,16339.2,83.33333333333333,30.0
2020,Rabi,KERALA,Kollam,Tapioca - Rabi -I,Sugar and Starch Crops,Horticulture & Commercial,1,125000.0,3.0,3.0,0.0,0.0,3750.0,0.0,0.0,80,AGRICULTURE INSURANCE COMPANY,0.0,3750.0,0.0,3.0
2019,Kharif,Tamil Nadu,Viluppuram,Groundnut (Pea Nut),Oilseeds,Agriculture,1,62491.0,15.0,2.0,6.5,6.5,1249.82,4061.915,4061.915,80,AGRICULTURE INSURANCE COMPANY,8123.83,9373.65,86.66666666666667,15.0
2022,Kharif,MADHYA PRADESH,Balaghat,Paddy - IR,Cereals,Agriculture,1,45000.0,8.0,2.0,3.0,3.0,900.0,1350.0,1350.0,80,AGRICULTURE INSURANCE COMPANY,2700.0,3600.0,75.0,8.0
2019,Kharif,Tamil Nadu,Viluppuram,Mango,Fruits,Horticulture & Commercial,1,38779.0,30.0,5.0,12.5,12.5,1938.95,4847.375,4847.375,80,AGRICULTURE INSURANCE COMPANY,9694.75,11633.7,83.33333333333333,30.000000000000004
2019,Kharif,Uttar Pradesh,Balrampur,Paddy (Dhan),Cereals,Agriculture,1,49000.0,3.6,2.0,0.8,0.8,980.0,392.0,392.0,90,UNIVERSAL SOMPO GENERAL INSURANCE COMPANY,784.0,1764.0,44.44444444444444,3.5999999999999996
2019,Kharif,Tamil Nadu,Viluppuram,Onion,Vegetables,Horticulture & Commercial,1,39397.0,15.0,5.0,5.0,5.0,1969.85,1969.85,1969.85,80,AGRICULTURE INSURANCE COMPANY,3939.7,5909.549999999999,66.66666666666667,15.0
2018,Rabi,Tamil Nadu,Dharmapuri,Groundnut (Pea Nut),Oilseeds,Agriculture,1,51870.0,7.4,1.5,2.95,2.95,778.05,1530.165,1530.165,90,NEW INDIA ASSURANCE COMPANY,3060.33,3838.38,79.72972972972973,7.3999999999999995
2022,Rabi,Sikkim,Gyalshing,Potato - Hills,Vegetables,Horticulture & Commercial,1,189350.0,3.86,3.86,0.0,0.0,7308.91,0.0,0.0,80,NATIONAL INSURANCE COMPANY LIMITED,0.0,7308.91,0.0,3.8600000000000003
2022,Kharif,MADHYA PRADESH,Chhindwara,Maize (Makka),Millets,Agriculture,1,35000.0,5.0,2.0,1.5,1.5,700.0,525.0,525.0,80,AGRICULTURE INSURANCE COMPANY,1050.0,1750.0,60.0,5.0
2019,Rabi,Rajasthan,Pali,Barley (Jau),Cereals,Agriculture,1,32000.0,3.08,1.5,0.79,0.79,480.0,252.8,252.8,80,HDFC ERGO GENERAL INSURANCE CO. LTD.,505.6,985.5999999999999,51.29870129870131,3.0799999999999996
2020,Kharif,Madhya Pradesh,Damoh,Pigeon Pea (Red Gram/Arhar/Tur),Pulses,Agriculture,1,24000.0,10.0,2.0,4.0,4.0,480.0,960.0,960.0,80,AGRICULTURE INSURANCE COMPANY,1920.0,2400.0,80.0,10.0
2018,Kharif,Gujarat,Devbhoomi Dwarka,Green Gram (Moong),Pulses,Agriculture,1,20000.0,5.0,2.0,1.5,1.5,400.0,300.0,300.0,70,RELIANCE GENERAL INSURANCE CO. LTD.,600.0,1000.0,60.0,5.0
2019,Rabi,Rajasthan,Banswara,Bengal Gram (Chana),Pulses,Agriculture,1,48440.0,3.0,1.5,0.75,0.75,726.6,363.3,363.3,80,HDFC ERGO GENERAL INSURANCE CO. LTD.,726.6,1453.2,50.0,3.0000000000000004
2018,Rabi,Madhya Pradesh,Shivpuri,Lentil (Masur),Pulses,Agriculture,1,26000.0,1.5,1.5,0.0,0.0,390.0,0.0,0.0,80,HDFC ERGO GENERAL INSURANCE CO. LTD.,0.0,390.0,0.0,1.5
2019,Kharif,Uttar Pradesh,Bhadohi,Pearl Millet (Bajra),Millets,Agriculture,1,24140.0,2.0,2.0,0.0,0.0,482.8,0.0,0.0,90,BAJAJ ALLIANZ GENERAL INSURANCE CO. LTD,0.0,482.8,0.0,2.0
2022,Rabi,Uttar Pradesh,Azamgarh,Pea,Pulses,Agriculture,1,65528.0,7.06,1.5,2.78,2.78,982.92,1821.6784,1821.6784,90,AGRICULTURE INSURANCE COMPANY,3643.3568,4626.2768,78.75354107648725,7.06
2022,Rabi,Uttar Pradesh,Lalitpur,Pea,Pulses,Agriculture,1,75824.0,9.0,1.5,3.75,3.75,1137.36,2843.4,2843.4,90,HDFC ERGO GENERAL INSURANCE CO. LTD.,5686.8,6824.16,83.33333333333334,9.0
2018,Kharif,Haryana,Gurgaon,Cotton (Kapas),Fiber Crops,Horticulture & Commercial,1,72000.0,7.0,2.0,4.0,1.0,1440.0,2880.0,720.0,90,SBI GENERAL INSURANCE,3600.0,5040.0,71.42857142857143,7.000000000000001
2019,Rabi,Madhya Pradesh,Sheopur,Bengal Gram (Chana),Pulses,Agriculture,1,31014.75,5.0,1.5,1.75,1.75,465.2213,542.7581,542.7581,80,AGRICULTURE INSURANCE COMPANY,1085.5162,1550.7375,69.99999677572768,5.0
2022,Rabi,Uttar Pradesh,Ghazipur,Pea,Pulses,Agriculture,1,67726.0,2.85,1.5,0.675,0.675,1015.89,457.1505,457.1505,90,HDFC ERGO GENERAL INSURANCE CO. LTD.,914.301,1930.191,47.36842105263158,2.85
2022,Rabi,Chhattisgarh,Gaurella Pendra Marwahi,Mustard,Oilseeds,Agriculture,1,20000.0,16.0,1.5,7.25,7.25,300.0,1450.0,1450.0,80,BAJAJ ALLIANZ GENERAL INSURANCE CO. LTD,2900.0,3200.0,90.625,16.0
2021,Kharif,Tamil Nadu,Namakkal,Sorghum (Jowar/Great Millet),Millets,Agriculture,1,20625.0,32.0,2.0,16.0,14.0,412.5,3300.0,2887.5,90,AGRICULTURE INSURANCE COMPANY,6187.5,6600.0,93.75,32.0
2021,Kharif,Tamil Nadu,Namakkal,Groundnut (Pea Nut),Oilseeds,Agriculture,1,49400.0,27.0,2.0,12.5,12.5,988.0,6175.0,6175.0,90,AGRICULTURE INSURANCE COMPANY,12350.0,13338.0,92.5925925925926,27.0
2021,Rabi,Madhya Pradesh,Gwalior,Mustard,Oilseeds,Agriculture,1,25000.0,25.0,1.5,11.75,11.75,375.0,2937.5,2937.5,80,AGRICULTURE INSURANCE COMPANY,5875.0,6250.0,94.0,25.0
2020,Rabi,ASSAM,Nalbari,Mustard,Oilseeds,Agriculture,1,33700.0,5.0,1.5,0.3500000000000001,3.15,505.5,117.95,1061.55,80,AGRICULTURE INSURANCE COMPANY,1179.5,1685.0,70.0,5.0
2020,Rabi,ASSAM,Nalbari,Paddy - Summer,Cereals,Agriculture,1,60100.0,2.0,1.5,0.0499999999999999,0.45,901.5,30.05,270.45,80,AGRICULTURE INSURANCE COMPANY,300.5,1202.0,25.0,2.0
2020,Kharif,Haryana,Bhiwani,Maize (Makka),Millets,Agriculture,1,42008.0,15.8124,2.0,6.9062,6.9062,840.16,2901.1565,2901.1565,90,AGRICULTURE INSURANCE COMPANY,5802.313,6642.473,87.35169868210228,15.812400019043993
2019,Rabi,Rajasthan,Alwar,Barley (Jau),Cereals,Agriculture,1,58500.0,2.0,1.5,0.25,0.25,877.5,146.25,146.25,80,HDFC ERGO GENERAL INSURANCE CO. LTD.,292.5,1170.0,25.0,2.0
2019,Rabi,Rajasthan,Alwar,Bengal Gram (Chana),Pulses,Agriculture,1,46000.0,5.0,1.5,1.75,1.75,690.0,805.0,805.0,80,HDFC ERGO GENERAL INSURANCE CO. LTD.,1610.0,2300.0,70.0,5.0
2020,Rabi,ASSAM,Nalbari,Potato,Vegetables,Horticulture & Commercial,1,131900.0,2.5,2.5,0.0,0.0,3297.5,0.0,0.0,80,AGRICULTURE INSURANCE COMPANY,0.0,3297.5,0.0,2.5
2021,Kharif,Tamil Nadu,Tiruppur,Groundnut (Pea Nut),Oilseeds,Agriculture,1,73730.0,13.0,2.0,5.5,5.5,1474.6,4055.15,4055.15,70,AGRICULTURE INSURANCE COMPANY,8110.3,9584.9,84.61538461538463,13.0
2018,Rabi,Haryana,Faridabad,Barley (Jau),Cereals,Agriculture,1,40500.0,6.7318,1.5,2.6159,2.6159,607.5,1059.4395,1059.4395,90,ORIENTAL INSURANCE,2118.879,2726.379,77.71769808966398,6.731800000000001
